date,I_US,I_EU,ir_diff,USDEUR
4/1/20,1.35,-0.4192,1.769,0.9065799713134766
5/1/20,1.35,-0.254,1.604,0.9193500280380249
6/1/20,0.17,-0.2701,0.44,0.9025999903678894
7/1/20,0.2,-0.376,0.576,0.8891100287437439
8/1/20,0.18,-0.4433,0.623,0.8422999978065491
9/1/20,0.15,-0.4797,0.63,0.8390499949455261
10/1/20,0.13,-0.491,0.621,0.851639986
11/1/20,0.12,-0.5085,0.628,0.8562600016593933
12/1/20,0.16,-0.5206,0.681,0.835319996
1/1/21,0.17,-0.5381,0.708,0.8130149841308594
2/1/21,0.14,-0.5472,0.687,0.8250799775123596
3/1/21,0.11,-0.5417,0.652,0.8223400115966797
4/1/21,0.1,-0.5391,0.639,0.8529800176620483
5/1/21,0.11,-0.5382,0.648,0.8245999813079834
6/1/21,0.1,-0.5401,0.64,0.8203399777412415
7/1/21,0.09,-0.5429,0.633,0.8402000069618225
8/1/21,0.1,-0.5448,0.645,0.8408309817314148
9/1/21,0.1,-0.5476,0.648,0.8476799726486206
10/1/21,0.1,-0.545,0.645,0.8619499802589417
11/1/21,0.11,-0.5498,0.66,0.85589999
12/1/21,0.14,-0.5671,0.707,0.8854699730873108
1/1/22,0.17,-0.582,0.752,0.8830000162124634
2/1/22,0.22,-0.5601,0.78,0.8966699838638306
3/1/22,0.38,-0.5315,0.912,0.8943700194358826
4/1/22,0.73,-0.4967,1.227,0.8959100246429443
5/1/22,0.91,-0.4479,1.358,0.9520000219345093
6/1/22,1.33,-0.3857,1.716,0.9282000064849854
7/1/22,1.87,-0.2392,2.109,0.9572499990463257
8/1/22,2.5,0.0366,2.463,0.9811300039291382
9/1/22,2.76,0.3947,2.365,0.9975000023841858
10/1/22,3.21,1.0109,2.199,1.0173399448394775
11/1/22,3.85,1.4277,2.422,1.004520058631897
12/1/22,4.46,1.8252,2.635,0.9685699939727783
1/1/23,4.51,2.0663,2.444,0.9380199909210205
2/1/23,4.61,2.3449,2.265,0.9215999841690063
3/1/23,4.74,2.6403,2.1,0.9423999786376953
4/1/23,4.91,2.9106,1.999,0.9170399904251099
5/1/23,5.03,3.167,1.863,0.9064499735832214
6/1/23,5.15,3.3664,1.784,0.9316999912261963
7/1/23,5.22,3.5359,1.684,0.9201300144195557
8/1/23,5.35,3.6718,1.678,0.9070900082588196
9/1/23,5.44,3.7803,1.66,0.9146999716758728
10/1/23,5.49,3.88,1.61,0.9467499852180481
11/1/23,5.46,3.97,1.49,0.9420599937438965
12/1/23,5.41,3.97,1.44,0.911270022
